uf,week,pred,lower_95,lower_90,lower_80,lower_50,upper_50,upper_80,upper_90,upper_95
RJ,10,206,9,16,28,74,568.25,1325.700000000001,2233.3499999999985,3614.0999999999995
RJ,11,225.5,11,20,34,86,618.25,1618.3000000000004,2496.2999999999997,3804.374999999998
RJ,12,260.5,12,20,35,93,739.5,1604.800000000001,3015.15,5027.149999999999
RJ,13,260,12,21,39,96,697,1659.700000000001,3053,4953.924999999996
RJ,14,302.5,14,24,45,117,797.25,1887,3542.2499999999986,6949.949999999973
RJ,15,351.5,16,29,51,133,938.25,2310.2000000000003,3956.45,5496.349999999992
RJ,16,389.5,21,33,56,145,1080.25,2825.1,4724.699999999999,7553.724999999997
RJ,17,448,19,32.95,68,161,1237,2867.1000000000013,4991.15,8894.87499999998
RJ,18,548.5,23.950000000000003,41.95,75.9,183.75,1354,3537.4000000000005,5694.549999999998,10212.349999999953
RJ,19,569.5,28.975,54.95,89.9,203,1524,3946.300000000003,6657.649999999998,10873.474999999991
RJ,20,673,27,52,89.9,230,1751.75,4163.500000000001,7759.349999999997,12632.699999999984
RJ,21,728.5,28.975,50,94,249.75,1891.25,4621.300000000003,7552.049999999998,12490.549999999997
RJ,22,743,32,56,100.9,257.75,1932.25,4896.400000000002,8854.55,13282.324999999975
RJ,23,783,37,55,110.70000000000002,289.75,2086.5,5350.800000000001,8697.849999999999,15520.724999999991
RJ,24,805,34,57,102,297,2158,5194.9000000000005,9025.349999999995,14619.274999999987
RJ,25,818.5,35,65,121,298,2214.5,5109.700000000004,8872.5,13568.3
RJ,26,845,39.95,73,119,326.75,2268.5,5537.9000000000015,9287.599999999997,14959.125
RJ,27,829.5,37.975,69,129.9,314,2213.25,5308.4000000000005,8539.549999999997,17457.124999999996
RJ,28,841.5,38.975,62,115.9,321.75,2238,5381.300000000002,9447.049999999994,14652.724999999995
RJ,29,795.5,38,66.95,119,283,2225,5280.700000000001,8705.150000000001,13852.074999999977
RJ,30,783,37,61,115,292,2109.75,5356.30000000001,9005.4,14727.274999999965
RJ,31,741,35,58,108.9,284,2008.25,5064.4000000000005,9201.749999999996,15539.549999999997
RJ,32,718,36.975,59,94,257,1780,4686.1,7930.7999999999965,14249.47499999996
RJ,33,631.5,26,47.95,91,238,1629.5,4202.300000000008,7432.749999999998,11685.874999999967
RJ,34,574.5,29,46.95,83,207,1497.5,3702.700000000002,6535.15,11608.62499999998
RJ,35,491,24,39,74.9,187,1411,3280.100000000003,5999.75,10317.924999999988
RJ,36,435.5,24,42,70,159,1207,3058.4000000000005,5291.199999999995,9125.64999999998
RJ,37,368.5,19,31,56,141.75,1025.25,2540,4422.249999999995,7115.724999999996
RJ,38,320.5,14,23,45,117,897.25,2185.900000000005,3805.5999999999995,6820.699999999996
RJ,39,287.5,13,22.950000000000003,41,103,788,1868.3000000000004,3487.7499999999995,5432.82499999999
RJ,40,244.5,10,20,35,91,676.5,1747.8000000000025,3120.299999999998,4563.499999999997
RJ,41,224,11,18,32,81,581,1462.0000000000014,2699.449999999999,4209.599999999991
RJ,42,192,7,13,25,69,514.75,1315.700000000001,2326.0499999999984,4081.3249999999985
RJ,43,162,8,12,23,60,452.25,1125.5000000000007,1845.5999999999995,3294.0999999999995
RJ,44,148,6.975000000000001,12,22,56,372,1055.4000000000005,1866.2499999999998,2991.0499999999993
RJ,45,127,7,11,18,50,365.25,907.4000000000005,1559.9999999999982,2497.424999999998
RJ,46,123,5,9.950000000000003,18,41.75,329,786.2000000000003,1579.05,2264.574999999991
RJ,47,109.5,4,8,15,40,310.25,725.1000000000001,1246.05,2114.0499999999997
RJ,48,100,4,8,16,38,278.25,641.5000000000007,1228.8999999999992,2085.0499999999997
RJ,49,98,4,7,14,37,266.25,653.1000000000001,1250.05,2140.7249999999904
RJ,50,95,4,7,15,36,252,648,1058.7999999999993,1672.82499999999
RJ,51,95.5,4,8,14,36,267,611.8000000000011,1069.4499999999996,1995.199999999999
RJ,52,98.5,4,7,14,34,265,633.1000000000001,1123.7499999999993,1976.2249999999988
RJ,53,98,4,8,14.900000000000006,37,267,628.5000000000007,1156.999999999999,1949.0749999999996
RN,1,116.5,17,23,35,60,210.5,380.10000000000014,547.3499999999997,725
RN,2,108,15,21,32,57,202.25,377.2000000000003,541.3499999999997,783.0749999999996
RN,3,99,17,22,31,54,183.25,348,527,700.0249999999999
RN,4,99,13,17,28,52,186.25,340.2000000000003,479.0999999999999,664.1499999999992
RN,5,90,13.975000000000001,20,28,49,169,315.2000000000003,464.04999999999995,668.1249999999993
RN,6,88,13,18,26,45,168,309,457.1999999999998,589.8499999999954
RN,7,83,12,16.950000000000003,24,44,156.25,296.2000000000003,414,586.0499999999997
RN,8,84,11.975000000000001,16,23,42,159,281,394.04999999999995,580.1499999999992
RN,9,80,11,16,24,41,158,289,423.04999999999995,592.2749999999985
RN,10,81,10,14,22,41,153,298.2000000000003,442.0999999999999,668.1249999999993
RN,11,83,11,16,24,43,162,305.2000000000003,434.04999999999995,582.2499999999986
RN,12,93,12,18,26,48,176,334.2000000000003,492.14999999999986,680.0499999999997
RN,13,91,12,17,25,46.75,171,314.10000000000014,482.04999999999995,708.0749999999996
RN,14,102,13,20,28,50,197,347.10000000000014,497.04999999999995,717.1499999999992
RN,15,118,16,21,32,59,229,433.5000000000007,658.1999999999998,949
RN,16,128,19,25,35.900000000000006,66,261,518.4000000000005,727.3499999999997,1032.7999999999956
RN,17,159.5,21,31.950000000000003,47,81,315.25,578.1000000000001,848.2499999999998,1316.0249999999999
RN,18,193,25,36,53,99.75,365,699.4000000000005,1027.3499999999997,1424.2499999999986
RN,19,234,32,44,63,117,440.25,777.2000000000003,1124.05,1600.0249999999999
RN,20,262,38,54.95,75.9,138,503,917,1423.2499999999998,1942.0999999999995
RN,21,296,46.975,63,88,161,566,1015.3000000000004,1478.7999999999993,2275.0249999999996
RN,22,336.5,50.975,68,98,183.75,636.25,1162.1000000000015,1706.4499999999996,2433.9999999999945
RN,23,372,62,80,120.9,201,691,1289.1000000000001,1879.1999999999998,2644.374999999998
RN,24,392.5,59.975,86,119,212.75,734,1383.2000000000003,1948.05,2885.649999999991
RN,25,409.5,61.975,83.95,120,220,763.5,1501.1000000000001,2153.1,3008.0249999999887
RN,26,434,73,96.95,128,224,817.25,1463.8000000000025,2067.899999999999,3232.4749999999917
RN,27,453.5,61,93,136,245,861,1492.2000000000016,2101.5999999999995,3058.0999999999995
RN,28,482,70,91.95,129,248,891.25,1521.1000000000001,2166.2999999999997,3005.899999999995
RN,29,473,71.975,96,142,249.75,879,1547.700000000001,2257.2,3141.374999999998
RN,30,492,70,96,145,259.75,948,1657.1000000000001,2372.4999999999995,3412.124999999999
RN,31,487,73.975,98.95,137.9,256.75,904.75,1649.1000000000001,2404.3499999999976,3397.0749999999944
RN,32,480,73,103,139,267,913.25,1642.8000000000025,2505.2999999999993,3556.899999999995
RN,33,461,70.97500000000001,96,139,254,853.25,1574.6000000000022,2336.749999999999,3468.374999999998
RN,34,434,63,97.95,136.9,240.75,843.25,1498,2230.1,3136.124999999999
RN,35,438,70,97,135,234.75,805,1447.8000000000025,2082.7999999999993,2855.6249999999964
RN,36,424.5,62,88,119.9,228,760.25,1382.1000000000001,1896.7999999999984,2699.3499999999976
RN,37,388.5,57.975,81,117,209.75,739.25,1359.1000000000001,1921.7999999999993,2708.6249999999964
RN,38,376.5,57.95,78,118,203,720.25,1289,2069.999999999999,3007.1999999999935
RN,39,352.5,53.975,71,101,187,653.25,1245.800000000001,1864.4999999999995,2528.2749999999987
RN,40,336.5,51,70,104,184,626.75,1129.400000000002,1591.05,2005.2749999999985
RN,41,316,44.975,61,89.9,165.75,598.25,1053.3000000000004,1543.7999999999993,2116.0999999999995
RN,42,294.5,44.975,68,92.9,164,542.25,952.5000000000007,1390.1999999999998,2146.199999999999
RN,43,269.5,45,61,84,149,518,964.4000000000005,1396.1499999999999,1816.0499999999997
RN,44,257,40,54,78,136,470.25,829.0000000000014,1151.2999999999997,1591.549999999997
RN,45,244,38,53.95,78.9,129.75,447.25,768.1000000000001,1137.6999999999994,1694.0999999999995
RN,46,227,35.975,49,69,123,425.25,731.3000000000004,1003.05,1469.1249999999993
RN,47,204,26,37.95,60,108.75,364,672,941.2999999999997,1303.2999999999984
RN,48,188,30,39,60,104,344.25,610.4000000000005,887.1999999999998,1208.1249999999993
RN,49,170,25.975,37,51,88.75,308.25,547,807.05,1039.0499999999997
RN,50,157.5,22,31,45,82,296.25,542.2000000000003,742,976.0499999999997
RN,51,135,21.975,29,41,76,260,475.10000000000014,692.1499999999999,966.0749999999996
RN,52,132,19.975,26,39,71,248,423.2000000000003,603.0999999999999,812.0249999999999
RN,53,119,18.975,24,36,64,232,431,634.05,898.1499999999992
RO,1,18,2,3,5,9,34.25,63.100000000000136,92,131.09999999999945
RO,2,20,2,4,6,11,40,69,105.09999999999991,155.04999999999973
RO,3,24,3,4,7,12,46,88,130,173.02499999999986
RO,4,27,3,5,8,14,49,92,137.0999999999999,223.02499999999986
RO,5,31,4,6,9,17,60,109,163,234.09999999999945
RO,6,38,5,7,12,21,69,124,192.04999999999995,257.2249999999988
RO,7,44,6,9,13,23,86,150,197,278.09999999999945
RO,8,50,6,10.950000000000003,15,27,92,164,241,337.1999999999989
RO,9,56,8,11.950000000000003,17,30.75,104,181.10000000000014,285,400.02499999999986
RO,10,64,9,13,19,34,117,214.10000000000014,320.0999999999999,487.17499999999905
RO,11,71,10,14,22,39,136,245.10000000000014,367,511.09999999999945
RO,12,83,12,17.950000000000003,24,41,152,284,392.2499999999998,555.174999999999
RO,13,81,12,16,23,42.75,150,276.2000000000003,412.04999999999995,600.0249999999999
RO,14,93,13.975000000000001,18,27,51,176.25,324.10000000000014,488.04999999999995,700.174999999999
RO,15,111,19,25,35,63,212.25,386,592.2999999999997,820.1499999999992
RO,16,125,18,25.950000000000003,37,66,241.25,414.2000000000003,634.0999999999999,888.174999999999
RO,17,141,24,31,45,77,258,471.2000000000003,743.0999999999999,1035.0249999999999
RO,18,157,23,32,48,84,294,526,768.3999999999996,1063.0749999999996
RO,19,159,23,30,46,88,313,570,802.1499999999999,1109.549999999997
RO,20,171,24,33,47,89,322.5,592.3000000000004,890.05,1255.2749999999985
RO,21,168.5,28,38,55,96,314,616.2000000000003,979.0999999999999,1416.349999999998
RO,22,164,29,39,53,93,343.25,612,908,1261.0249999999999
RO,23,159,23,31,48,85,325.25,589.2000000000003,868.2499999999998,1280.2249999999933
RO,24,158,22,35,46,84,302,581,892.1999999999998,1309.0749999999996
RO,25,143,21,30,43,76.75,286.25,535.6000000000008,759.2999999999997,1157.4999999999973
RO,26,132,20,27,39,70,252.25,487.2000000000003,743,1026.899999999995
RO,27,125.5,19,27,38,67,231.25,435.2000000000003,674.1999999999998,915.2749999999985
RO,28,109,17,23,34,58,207.25,394.10000000000014,572.05,793.5749999999969
RO,29,98,14,20,29,53,188.25,347,549.0999999999999,745.5749999999969
RO,30,89,13,19.950000000000003,28,48,173,325,452.04999999999995,655.1999999999989
RO,31,79,11,16,24,44,153,286.10000000000014,411.14999999999986,593.2249999999988
RO,32,75,11,15,23,40,138,259.10000000000014,373.0999999999999,539.3249999999982
RO,33,64,10,14,20,34,116,206.10000000000014,307.1999999999998,446
RO,34,58,8,12,17,31,106.25,194.10000000000014,281,435.1499999999992
RO,35,51,7,10,14.900000000000006,27,95,170,262.14999999999986,390.0749999999996
RO,36,45,6,9,13,24,83,151,214.29999999999973,314
RO,37,42,6,9,13,23,80.25,145,206.0999999999999,304.0499999999997
RO,38,40,5.975000000000001,8,11,21,78,147.10000000000014,207.04999999999995,304.02499999999986
RO,39,37,5,7,11,19,71,137,204.14999999999986,296
RO,40,34,4,7,10,18,65,125,183.04999999999995,263.02499999999986
RO,41,33,4,6,9,17,60,110,162.04999999999995,239
RO,42,29,3,5,8,15,56,103,149.04999999999995,200.02499999999986
RO,43,26,3.9750000000000014,5,7,14,50,94,140,183.04999999999973
RO,44,24,3,4,6,13,46,83,129.04999999999995,172.02499999999986
RO,45,21,2,4,6,11,40,74,118,173.04999999999973
RO,46,18,2,3,5,9,35,62,96,133.04999999999973
RO,47,16,2,3,4,8,30,56,83,116.07499999999959
RO,48,15,1,2,4,8,28,52,79.04999999999995,110.04999999999973
RO,49,14,1,2,4,7,27,52,77,115
RO,50,14,1,2,4,7,27,49,75,116.09999999999945
RO,51,14,2,2.950000000000003,4,7,28,52,79,109.02499999999986
RO,52,15,1,2,4,7,28,54,81,116
RO,53,16,2,3,5,8,31,53.100000000000136,81.04999999999995,104.04999999999973
RR,1,4,0,0,0,1,11,26.100000000000136,45,71
RR,2,4,0,0,0,1,10,24,41.09999999999991,60.024999999999864
RR,3,4,0,0,0,1,10,22,42,60
RR,4,3,0,0,0,1,9,21.100000000000136,34.049999999999955,53
RR,5,3,0,0,0,1,9,20,35,55
RR,6,3,0,0,0,1,9,22,40.049999999999955,57
RR,7,3,0,0,0,1,8,20,33,52
RR,8,3,0,0,0,1,8,18,28,45
RR,9,3,0,0,0,1,8,18,31,49.024999999999864
RR,10,3,0,0,0,1,8,17,27,41
RR,11,3,0,0,0,1,8,17,27,42.024999999999864
RR,12,3,0,0,0,1,7,17.100000000000136,30,47
RR,13,3,0,0,0,1,7,17,29,43
RR,14,3,0,0,0,1,7,16,26,39
RR,15,3,0,0,0,1,8,17,28,43.024999999999864
RR,16,2,0,0,0,1,7,16.100000000000136,28.049999999999955,45.024999999999864
RR,17,2,0,0,0,1,7,17,27,39.024999999999864
RR,18,3,0,0,0,1,7.25,18,29.09999999999991,54.024999999999864
RR,19,3,0,0,0,1,8,19,30,47
RR,20,3,0,0,0,1,7,17,30,44
RR,21,3,0,0,0,1,8,21,33,50.024999999999864
RR,22,3,0,0,0,1,8,19,31,46.024999999999864
RR,23,3,0,0,0,1,8,19,32,50.04999999999973
RR,24,3,0,0,0,1,8,21,33,47.04999999999973
RR,25,3,0,0,0,1,8,19.100000000000136,34,53
RR,26,3,0,0,0,1,9,21,37,55.024999999999864
RR,27,3,0,0,0,1,9,20,37,60.024999999999864
RR,28,3,0,0,0,1,9,21,40.049999999999955,61.024999999999864
RR,29,3,0,0,0,1,9,22,35,58.04999999999973
RR,30,3,0,0,0,1,9,23,37,62
RR,31,4,0,0,0,1,9,23,38,58.024999999999864
RR,32,4,0,0,0,1,10,23,41,66.12499999999932
RR,33,4,0,0,0,1,11,24,38,57.024999999999864
RR,34,4,0,0,0,1,11,27,47,74
RR,35,4,0,0,0,1,11,27,48.049999999999955,71.02499999999986
RR,36,4,0,0,0,1,11,25,42,60.024999999999864
RR,37,4,0,0,0,1,12,27,46.049999999999955,76.02499999999986
RR,38,5,0,0,0,1,12,27,45.049999999999955,78
RR,39,4.5,0,0,0,1,12,29,47,78.04999999999973
RR,40,4,0,0,0,1,12,27,47,65.02499999999986
RR,41,5,0,0,0,1,12.25,30,49,76
RR,42,5,0,0,0,1,12,28,49,80
RR,43,5,0,0,0,2,13,29,48,72.02499999999986
RR,44,5,0,0,0,1,13,30,47.049999999999955,76.04999999999973
RR,45,5,0,0,0,1,14,32,55,81.04999999999973
RR,46,5,0,0,0,1,14,31,52,81.02499999999986
RR,47,5,0,0,0,1,14,33,52,77.04999999999973
RR,48,5,0,0,0,1,13,31,55,80.02499999999986
RR,49,5,0,0,0,2,13,31,52,76.07499999999959
RR,50,5,0,0,0,1,13,31,48,75.02499999999986
RR,51,5,0,0,0,1,12,30,47,69
RR,52,4,0,0,0,1,12,25,45,70.07499999999959
RR,53,5,0,0,0,1,11,25.100000000000136,39,64
RS,1,15,1,2,3,6,38,123.10000000000014,311.39999999999964,689.2249999999988
RS,2,15,1,2,3,6,42,125.10000000000014,335.0999999999999,734.0999999999995
RS,3,15,1,2,3,7,41,130.10000000000014,303.14999999999986,683.174999999999
RS,4,18,1,2,3,7,46,154.20000000000027,316.4499999999996,693.5749999999969
RS,5,19.5,2,2,4,9,51,155,359,742.0749999999996
RS,6,22,2,2,4,9,58,187,413.3499999999997,952.2999999999984
RS,7,25,2,3,5,11,66,214.20000000000027,453.04999999999905,1049.8999999999896
RS,8,31,2,4,6,13,78,273.40000000000055,626.05,1560.9749999999947
RS,9,34,3,4,7,14,89,249.10000000000014,593.5999999999995,1230.4999999999973
RS,10,38,3,5,8,16,100.25,294.10000000000014,693.0999999999999,1302.3249999999982
RS,11,42,3,5,8,17,113,363.3000000000004,811.3499999999988,1763.2499999999986
RS,12,47,4,6,10,20,119,413,813.1499999999999,1762.1749999999936
RS,13,46,4,6,9.900000000000006,19,119,408.3000000000004,834.4499999999996,1605.0749999999941
RS,14,50,5,7,11,22,138.25,367.10000000000014,1020.9499999999991,1921.0999999999995
RS,15,58,6,8,12,25,154.25,480.5000000000007,1036.6499999999994,2202.8249999999953
RS,16,72,6,9,14.900000000000006,31,183,541.3000000000004,1241.1999999999998,2271.0249999999996
RS,17,79,7,10,18,35,208.25,640.1000000000001,1255.6999999999985,3026.174999999994
RS,18,103.5,11,15,22,44,274,807.4000000000005,1734.1,3194.3749999999873
RS,19,136,12,18,28,58,367.25,1157.2000000000003,2389.0499999999997,4744.974999999995
RS,20,184,18,26,39,78,473,1327.2000000000003,2556.3499999999967,5496.69999999998
RS,21,258.5,27,36,53,112,675.5,1933.500000000002,4276.899999999999,9156.599999999991
RS,22,358,32,44,71,153,898.75,2965.4000000000005,5648.949999999998,11169.149999999994
RS,23,478.5,45.95,64,94.9,201.75,1245,3846.4000000000033,9978.499999999996,17521.29999999999
RS,24,642.5,62,86.9,136.9,274,1731.75,5004.300000000006,10635.499999999996,23996.149999999896
RS,25,810,78,116.95,169,358.75,2160.5,7149.4000000000015,14744.699999999972,30234.774999999918
RS,26,1017.5,98,141.9,208,438.75,2726.5,8143.000000000009,17241.95,34582.7499999998
RS,27,1217,111,160,229,490.75,3289,10201.3,22449.149999999998,51621.67499999992
RS,28,1263.5,117.975,176.95,275,549,3556.75,10478.100000000035,25747.49999999996,56490.42499999951
RS,29,1299,133.95000000000002,183.9,269,558.75,3620.5,12192.300000000008,24901.049999999996,53252.899999999754
RS,30,1277.5,110,168,254.9,529.75,3660.5,10856.200000000015,26207.749999999996,57848.72499999994
RS,31,1131,101.975,150.90000000000003,233,449.5,3097.75,9693.900000000005,21016.85,47585.399999999914
RS,32,913,85,121,176,361,2355,7902.0000000000055,18181.85,38184.02499999995
RS,33,669,69,95.95,145.9,281,1756.5,5226.600000000004,13796.199999999995,31652.024999999943
RS,34,475.5,48.975,65.95,94,187.75,1311.5,4239.600000000012,10590.949999999999,21389.649999999976
RS,35,336,32,43,67,136,941.5,3055.3000000000006,7274.249999999994,16121.799999999854
RS,36,225.5,23,31,47,94,706,2291.5000000000064,5081.199999999996,11656.49999999993
RS,37,164,14,21,31,68,474,1544.5000000000007,3545.2999999999993,8090.249999999987
RS,38,122,11,15,24,48,370,1281.200000000003,3191.7499999999995,7436.474999999976
RS,39,86,8,11,17,35,250,897.2000000000003,2186.05,4904.274999999999
RS,40,64.5,5,9,13.900000000000006,27,184,589.2000000000003,1635.2999999999997,4356.924999999995
RS,41,47.5,4,6,10,20,134,469.6000000000008,1259.5499999999995,2568.4499999999866
RS,42,36,3,4,7,16,110,326.2000000000003,840.5999999999995,1993.199999999999
RS,43,29,2,3,6,12,81,266.5000000000007,671.7499999999993,1601.1499999999992
RS,44,23,1.9750000000000014,3,5,10,68,225.10000000000014,501.04999999999995,1461.174999999999
RS,45,20,1,2,4,9,55,192.10000000000014,440.5499999999995,901.0499999999888
RS,46,18,1,2,3,7,49,164.20000000000027,438,997
RS,47,16,1,2,3,7,45.25,148.50000000000068,341.1999999999998,837.0499999999997
RS,48,15,1,2,3,6,43,144.10000000000014,317.14999999999986,687.1499999999937
RS,49,13,1,1,3,6,36,120.10000000000014,308.1999999999998,720.3999999999978
RS,50,14,1,1,2,6,36,122.10000000000014,304.39999999999964,600.3249999999982
RS,51,13,0,1,2,6,37,116,274.14999999999986,706.0999999999995
RS,52,14,1,1,3,6,37.25,120,298.0999999999999,576.549999999997
RS,53,15,1,2,3,6,37,119,266,518.4999999999973
SC,1,30,2,3,5,11,88.25,322.10000000000014,742.0999999999999,1617.8249999999846
SC,2,32,2,3,5,12,98,308.3000000000004,765.1499999999999,1783.1499999999992
SC,3,33,2,3,5,13,100,329.3000000000004,749.4499999999996,1469.4249999999977
SC,4,37,2,4,6,14,105,340,819.05,1725.6249999999966
SC,5,41,3,4,7,17,121,437.2000000000003,815.7999999999993,1834.299999999993
SC,6,47,4,5,9,18,130,418.10000000000014,1198.1999999999998,2434.1499999999605
SC,7,56,4,6,10,22,168.25,535.3000000000004,1323.05,2322.5749999999803
SC,8,64,4,7,11,25,192.25,582.1000000000001,1461.4999999999977,3626.924999999984
SC,9,77,5,9,14,28,213.25,670.3000000000004,1542.3499999999997,3981.87499999999
SC,10,87,6,9.950000000000003,16,34,233.25,760.6000000000008,1850.5999999999995,4506.999999999989
SC,11,95,7,10,17,37,266,884.4000000000005,1860.149999999999,5762.5499999999975
SC,12,98,8,11,17,39,286.25,989,2301.0999999999995,4206.999999999989
SC,13,99,8,12,20,41,292.25,987,2216.449999999999,5115.324999999976
SC,14,107.5,8,13,20,43,329.25,1142.4000000000005,2583.7999999999984,5600.924999999989
SC,15,124.5,9,13.950000000000003,23.900000000000006,50,372,1296.1000000000001,2557.2999999999993,7086.674999999986
SC,16,140.5,12,16,25,55,436.25,1430.9000000000026,3243.5,7790.0999999999785
SC,17,160,11.975000000000001,19,29,63,486.5,1670.5000000000007,3615.749999999998,8689.949999999984
SC,18,203.5,15,21,34,77.75,579,2085.4000000000005,5175.849999999997,10102.999999999967
SC,19,245,20,28.950000000000003,44.900000000000006,94,747,2342.0000000000045,6204.0999999999995,15237.999999999973
SC,20,301.5,24,37.95,53.900000000000006,119,926.5,3146.500000000002,6397.3499999999995,14003.249999999918
SC,21,394,34,47,70,159,1239,3916.0000000000036,8993.149999999998,21543.874999999884
SC,22,504.5,43.975,60,91.9,196,1548,4795.600000000002,12230.09999999999,26928.949999999837
SC,23,664,55,80,121.80000000000001,247,2013,6220.500000000002,15987.05,31503.574999999953
SC,24,828,68.975,97,150,312.75,2508.75,9053.20000000002,22025.999999999993,45959.200000000004
SC,25,1049.5,81,131.95,197.9,407,3082.25,11852.100000000022,25321.24999999995,57697.29999999991
SC,26,1201,108.975,156,240,498.75,3680.75,13435.099999999999,31849.599999999973,71285.19999999991
SC,27,1446,116.975,166.95000000000002,256.70000000000005,570.75,4361,15831.600000000002,39341.99999999999,86330.19999999994
SC,28,1654,124.975,181.95,289.70000000000005,612,4855.25,16423.200000000004,40804.19999999993,99051.02499999976
SC,29,1752,133,203.95,304,690,5213.5,19785.700000000026,49363.449999999975,108103.64999999928
SC,30,1788.5,144.975,207.95,312.79999999999995,684.75,5473,19109.700000000004,46622.649999999994,113492.32499999992
SC,31,1652,137,195.95,306,668.75,5468.25,18529.400000000005,41443.44999999998,97963.12499999977
SC,32,1575.5,121.95,179,272,583.25,4879.25,19386.400000000016,40490.349999999984,102135.92499999993
SC,33,1260.5,94.97500000000001,143.95,218,503.5,3894.5,13495.100000000022,35669.14999999999,82253.09999999998
SC,34,983,78.97500000000001,110,167,375.75,3133.5,12057.3,30688.449999999983,74425.04999999996
SC,35,767,58.975,85,127.9,281.75,2558,9455.100000000002,22077.299999999992,49779.47499999949
SC,36,588,43,66,97,213.75,1861.25,6948.500000000009,19676.8,56239.77499999991
SC,37,443,28.975,42,72,164.75,1461.75,5119.400000000002,14548.349999999984,39916.42499999999
SC,38,335,25,35,54,121,1092.25,4032.0000000000036,10175.749999999998,30411.42499999985
SC,39,233.5,16,26,37,85,801.25,2792.1000000000004,7146.4999999999945,17300.29999999994
SC,40,166,11,17,27,63.75,547.5,1921.500000000002,6187.399999999998,15698.15
SC,41,128,9,14,22.900000000000006,46,393,1471.9000000000012,3563.699999999996,11279.249999999993
SC,42,94,5,9.950000000000003,15,35,312,1244.3000000000031,3123.3,7611.049999999989
SC,43,69,4.975000000000001,7,13,28,243.25,823.6000000000008,1922.1,4718.399999999987
SC,44,60,3.9750000000000014,6,10,22.75,185,644.1000000000001,1676.4999999999995,3828.6999999999907
SC,45,50,3,5,9,19,161,581.4000000000005,1414.199999999997,3077.3749999999927
SC,46,42,2,4,7,15,135.25,511.00000000000136,1167.7999999999984,2775.224999999988
SC,47,39,2,3,6,15,115.25,418.10000000000014,977.5499999999986,2501.4999999999973
SC,48,35,2,3,6,13,108.25,352.40000000000055,903.3999999999996,2299.8999999999896
SC,49,32,2,3,5,12,100,310,735.2499999999998,1728.4999999999918
SC,50,31,2,3,5,12,89,308.3000000000004,772.0999999999999,1585.899999999995
SC,51,30,1,3,5,11,87.25,330.40000000000055,769.0999999999999,1624.7749999999903
SC,52,29,1.9750000000000014,3,5,11,90,311.10000000000014,754.1999999999998,1694.4499999999757
SC,53,28,1,3,5,11,81,265.2000000000003,684.8999999999992,1702.6249999999966
SE,1,27,0,1,3,10,66,140.10000000000014,228,356.1249999999993
SE,2,27,1,1.9500000000000028,4,10,68,150,240.0999999999999,369.02499999999986
SE,3,28,1,2,4,10,67.25,158,268.04999999999995,380.02499999999986
SE,4,27,1,2,4,10,67,160,236.0999999999999,338.09999999999945
SE,5,26,1,1,3,9,63,140,223,324.0499999999997
SE,6,25,1,2,3,9,61.25,135,230,364.0499999999997
SE,7,24,1,1,3,9,58,133.20000000000027,204.04999999999995,302.0749999999996
SE,8,22,0,1,3,8,52.25,120,199.0999999999999,282.0499999999997
SE,9,19,0,1,2,7,48,107,175.14999999999986,255.02499999999986
SE,10,17,0,1,2,6,41,86,143.14999999999986,222.0749999999996
SE,11,15,0,1,2,5,37,84,145,218.14999999999918
SE,12,14,0,1,2,5,34,77,120.04999999999995,189.04999999999973
SE,13,14,0,0,1,5,35,77.10000000000014,130.04999999999995,197.02499999999986
SE,14,13,0,1,2,5,30,68,121.09999999999991,190.02499999999986
SE,15,13,0,1,2,5,32,67,106.04999999999995,170
SE,16,13,0,1,2,4,32.25,69,107.04999999999995,175.02499999999986
SE,17,13,0,1,2,5,33,77,127.04999999999995,199.0749999999996
SE,18,14,0,1,2,5,36,81,120,180.02499999999986
SE,19,15,0,1,2,6,38,86,144.04999999999995,226.04999999999973
SE,20,16,0,1,2,6,40,87.10000000000014,148.0999999999999,228.02499999999986
SE,21,18,0,1,2,6,42,93.10000000000014,139.04999999999995,219.12499999999932
SE,22,18,0,1,2,7,44,100.10000000000014,164.04999999999995,262.02499999999986
SE,23,19,0,1,3,7,48,105,164.0999999999999,259.0499999999997
SE,24,20,0,1,2,8,49,110,176.04999999999995,262.4249999999977
SE,25,22,0,1,3,8,60,121,192,281.0499999999997
SE,26,24,0,1,3,9,59,129.10000000000014,200,361.02499999999986
SE,27,25,1,1,3,9,60,139.10000000000014,236.4499999999996,352.0499999999997
SE,28,28,1,2,4,11,64,144.10000000000014,224.14999999999986,351.0749999999996
SE,29,28,1,2,4,11,75,166.10000000000014,278.0999999999999,367.0499999999997
SE,30,32,1,2,4,12,79,169.10000000000014,283.0999999999999,433.1499999999992
SE,31,33,1,3,5,12,83,182.20000000000027,292.14999999999986,492.02499999999986
SE,32,36,1,2,5,14,93,203,332.0999999999999,485.4249999999977
SE,33,42,1,3,6,16,104,225.10000000000014,366.0999999999999,515.0499999999997
SE,34,42.5,1,3,6,16,105,228,377,575.0749999999996
SE,35,44,2,3,6,16,106,245.10000000000014,374.0999999999999,533
SE,36,45,1,3,6,17,112.25,240.10000000000014,403.14999999999986,590.0499999999997
SE,37,47,2,4,7,18,119.25,259.10000000000014,412.14999999999986,621
SE,38,49,2,3,7,18,126,282,456.0999999999999,678.2999999999984
